,text,timestamp_ms,id,user.id,user.screen_name,hashtag,clean_text
863,Come join me and start a blog at http://t.co/j2xpuXN7oC http://t.co/DijL0bc4LM,1421015215925,554404114671493121,540122650,ceorock35,[],come join me and start a blog at
864,I thought i missed the golden globe awards but it's tonight omg,1421015216157,554404115644956675,2578452861,PrismaCliffxrd,[],i thought i missed the golden globe awards but it's tonight omg
865,#GoldenGlobes best horror goes to http://t.co/Uq6xJ4sLAP,1421015216205,554404115845890050,2945865278,swagd0ctor,['GoldenGlobes'],best horror goes to
866,"RT @indiewire: Ah, the #GoldenGlobes. Oscar's drunken, unpredictable cousin. Our predictions: http://t.co/9FVvPKIAyX http://t.co/V5ieEEyjSw",1421015216325,554404116349612034,38170127,AdaKy,['GoldenGlobes'],": ah, the . oscar's drunken, unpredictable cousin. our predictions:"
867,RT @Variety: George Clooney will receive the Cecil B. DeMille Award at tonight's #GoldenGlobes http://t.co/tlyNew3C4G http://t.co/bbKn1s4Oug,1421015216677,554404117825605633,18575039,AVocalistsRival,['GoldenGlobes'],: george clooney will receive the cecil b. demille award at tonight's
868,RT @superfillion: I need new Nathan pics so get your cute ass to the Golden Globes or an after party sir👔😍,1421015216762,554404118182514688,349100422,anonymarr,[],: i need new nathan pics so get your cute ass to the golden globes or an after party sir
869,"RT @goldenglobes: Creating multiple mini Moët Moments on the @GoldenGlobes red carpet… http://t.co/aNSHC240w0
#MoetMoment",1421015216769,554404118211862528,2375699922,Lady_Andro,['MoetMoment'],: creating multiple mini mot moments on the red carpet
870,RT @goldenglobes: Tweet to us who you'd like to see on the #GoldenGlobes #redcarpet and we'll try and make the magic happen...,1421015216907,554404118790684672,2333354598,ArwaAlfakry90,"['GoldenGlobes', 'redcarpet']",: tweet to us who you'd like to see on the and we'll try and make the magic happen...
871,RT @WendellPierce: Headed to the Golden Globes. http://t.co/y8bbzv4NQI,1421015216940,554404118928711680,383549999,NOLAFusion,[],: headed to the golden globes.
872,"Oh its smart of yg to promote his new gg prior to their debut, but d real question is wen exctly dey r goin to debut like its been 3yrs now👀",1421015217058,554404119424016384,2364393498,jinhye6,[],"oh its smart of yg to promote his new gg prior to their debut, but d real question is wen exctly dey r goin to debut like its been yrs now"
873,@Synzz_eV you guys or someone on your team was shooting our bodies . Lol gg,1421015217071,554404119478538240,2540243318,HayzFA,[],you guys or someone on your team was shooting our bodies . lol gg
874,British Stars Prepare For Glitzy Golden Globes http://t.co/ycRXPfwvFo,1421015217160,554404119851843585,85845310,KatStorrSky,[],british stars prepare for glitzy golden globes
875,RT @voguemagazine: Are you ready for the #GoldenGlobes? We are! Join us right here @voguemagazine when the red carpet kicks off. http://t.c…,1421015217228,554404120137064451,2260771388,666_richards,['GoldenGlobes'],: are you ready for the ? we are! join us right here when the red carpet kicks off.
876,"RT @accesshollywood: We're about to get started at the #GoldenGlobes! no matter were you are, you're coming along! Tweet us using #Access h…",1421015217329,554404120560668672,81625604,dallaschick28,"['GoldenGlobes', 'Access']",": we're about to get started at the ! no matter were you are, you're coming along! tweet us using h"
877,@jeoush everyone loves a red carpet,1421015217715,554404122179674112,60264669,caroljunkk,[],everyone loves a red carpet
878,"@BetoAlsadi @goldenglobes @nbc red carpet is here
http://t.co/BuSffMrRXp
ceremony - http://t.co/M723mYjxmZ",1421015217913,554404123010154496,2973172667,max_bowmancage3,[],red carpet is here -
879,Ready to watch Hollywood's pat on the back called the Golden Globes.,1421015218180,554404124130050048,73969699,rkeithbullock,[],ready to watch hollywood's pat on the back called the golden globes.
880,wait tonight is the golden globes since when,1421015218331,554404124762980352,273776578,jadefourthwall,[],wait tonight is the golden globes since when
881,"@goldenglobes Excited! Will you enjoy a gift from Tibet after your magnificent gowns, ties are relaxed? http://t.co/sMiIXyB1lY @fame_charity",1421015218503,554404125484392448,2165426684,BeyondHerKitchn,[],"excited! will you enjoy a gift from tibet after your magnificent gowns, ties are relaxed?"
882,My GG just cussed my granny out 😂😭😭,1421015219101,554404127992991745,354469249,Theylovezaria,[],my gg just cussed my granny out
883,"RT @tomandlorenzo: While we wait for the #GoldenGlobes red carpet to become interesting, here's our thoughts on the #BAFTA red carpet http:…",1421015219223,554404128504299520,21779211,LoriJulia,"['GoldenGlobes', 'BAFTA']",": while we wait for the red carpet to become interesting, here's our thoughts on the red carpet http:"
884,RT @Anythingbatch: All the winners are in those briefcases @goldenglobes :-) http://t.co/aMeUWDnNbm,1421015219346,554404129020604418,2687786751,lichtblickpink,[],: all the winners are in those briefcases
885,"@thebenshow even if you don't win, in my heart it is your globes that are the most golden",1421015219799,554404130920611841,17597031,HolidayToad,[],"even if you don't win, in my heart it is your globes that are the most golden"
886,RT @MileyRaySlays: Miley at the Golden Globe Awards in 2008! http://t.co/F51yRUh30J,1421015219972,554404131645820929,2716653026,dancinwithcyrus,[],: miley at the golden globe awards in !
887,"RT @smrtgrls: The @goldenglobes are TONIGHT! Let's #AskHerMore on the red carpet! 
Image via @TheDailyShare http://t.co/kVWsn0GdYK",1421015220009,554404131801014272,19516649,yournameismud,['AskHerMore'],: the are tonight! let's on the red carpet! image via
888,RT @goldenglobes: We spotted the guys from #Entourage on the #GoldenGlobes #redcarpet in a Hollywood #meta moment. http://t.co/ih6lqkVIuc,1421015220220,554404132686397441,623179901,benji97407,"['Entourage', 'GoldenGlobes', 'redcarpet', 'meta']",: we spotted the guys from on the in a hollywood moment.
889,"RT @GLValentine: If you were wondering if the #GoldenGlobes red carpet will be themed - Yes. ""Dazzling Dystopia,"" featuring a drone: http:/…",1421015220332,554404133155770369,15564187,kiplet,['GoldenGlobes'],": if you were wondering if the red carpet will be themed - yes. ""dazzling dystopia,"" featuring a drone: http:/"
890,"RT @VVFriedman: Interesting: usually by #GoldenGlobes red carpet minus 36 minutes, the designer credit announcements have started to roll i…",1421015220337,554404133177131009,2790329554,HarshilDamji1,['GoldenGlobes'],": interesting: usually by red carpet minus minutes, the designer credit announcements have started to roll i"
891,RT @billybush: #Access #goldenglobes almost go time http://t.co/oN03wEdAum,1421015220527,554404133973663745,31942459,Go2Mobileco,"['Access', 'goldenglobes']",: almost go time
892,Who will be tuning into the Golden Globes tonight? I'll be tweeting on my personal account so add me and tweet me! @TrekkieNerdGirl!,1421015220576,554404134179192832,1416994622,MarvelCU,[],who will be tuning into the golden globes tonight? i'll be tweeting on my personal account so add me and tweet me! !
893,Golden Globes Tonight ! #GoldenGlobeAwards2015 #RedCarpet,1421015220681,554404134619975680,378676736,365DaysOfChic,"['GoldenGlobeAwards2015', 'RedCarpet']",golden globes tonight !
894,RT @goldenglobes: Is everyone dressed yet? The #RedCarpet starts in an hour!,1421015220744,554404134884233217,2333354598,ArwaAlfakry90,['RedCarpet'],: is everyone dressed yet? the starts in an hour!
895,RT @BritishVogue: Golden Globes countdown is on! We'll be reporting live on the red-carpet fashion - revisit  2014's best dressed first htt…,1421015220812,554404135169454082,2260771388,666_richards,[],: golden globes countdown is on! we'll be reporting live on the red-carpet fashion - revisit 's best dressed first htt
896,"@sargunchopra @BiggBoss @ColorsTV @EndemolIndia @karishma_tanna @gautamhater @ishani_gupta GG fans: ""Awww cute! Hes such a kid!"" :')",1421015221018,554404136033067010,2952193956,mahamtopia,[],"gg fans: ""awww cute! hes such a kid!"" :')"
897,"RT @POPSUGAR: The madness is about to begin. We're on the @goldenglobes red carpet, so follow us for all the action! #GoldenGlobes http://t…",1421015221091,554404136339652609,191011247,_floraguillen,['GoldenGlobes'],": the madness is about to begin. we're on the red carpet, so follow us for all the action!"
898,What about hot couple Ben Affleck and Jennifer Garner??? #GoldenGlobes,1421015221178,554404136704548864,1348026936,jodicoolpix,['GoldenGlobes'],what about hot couple ben affleck and jennifer garner???
899,RT @TheOldHollywood: Photos: Anita Ekberg with her award for New Star of the Year at the 13th Golden Globes in 1956 - http://t.co/WseHOxG7xp,1421015221324,554404137316913153,493064316,elisabethbreg,[],: photos: anita ekberg with her award for new star of the year at the th golden globes in -
900,RT @MoetUSA: To bringing the sparkle! #GoldenGlobes #MoetMoment #RedCarpet http://t.co/irEJAse1oC,1421015221599,554404138469974016,189847969,orijin7420,"['GoldenGlobes', 'MoetMoment', 'RedCarpet']",: to bringing the sparkle!
901,Looking forward to watching all the Golden Globe fun stuff tomorrow. Great timing to have a free Monday.,1421015221720,554404138977869824,36433783,McMon86,[],looking forward to watching all the golden globe fun stuff tomorrow. great timing to have a free monday.
902,RT @Chopard: Welcome to #LosAngeles! Let's rock the @Goldenglobes Red Carpet. http://t.co/2IKzzWVfQo,1421015221899,554404139728650240,9384692,paniaguai,['LosAngeles'],: welcome to ! let's rock the red carpet.
903,"RT @AZN8IV: @beverlyhilton @goldenglobes Benedict Cumberbatch, please!",1421015221987,554404140097343488,27911066,lvrword,[],": benedict cumberbatch, please!"
904,RT @newzcard: Full photo coverage of the #GoldenGlobes red carpet arrivals RIGHT NOW: http://t.co/4280AxGvyY,1421015222219,554404141070843904,2275164175,greys_addiction,['GoldenGlobes'],: full photo coverage of the red carpet arrivals right now:
905,Class at 9. Gg,1421015222372,554404141712154624,338749698,amirulyounes,[],class at . gg
906,shout out to my GM for not scheduling me tomorrow which means i can stay up and cry over the golden globes,1421015222431,554404141959634945,86225426,partypantscuddy,[],shout out to my gm for not scheduling me tomorrow which means i can stay up and cry over the golden globes
907,RT @StreepFans1: One hour until the red carpet starts? http://t.co/zr1iEbNMsG,1421015222666,554404142945697792,128259784,alondrinski,[],: one hour until the red carpet starts?
908,At what time does the golden globes air?,1421015222720,554404143172190208,603720235,StayWithMeGlee,[],at what time does the golden globes air?
909,"@mrbradgoreski has an annoying voice. I hope the content is worthwhile.
@eonline @goldenglobes And why is @KellyOsbourne on TV ever?",1421015222933,554404144065556481,29132315,MindfulRob,[],has an annoying voice. i hope the content is worthwhile. and why is on tv ever?
910,"RT @mikethemiz: Was invited to @GoldenGlodes but instead of watching unemployed celebrities celebrate themselves, I will be actually workin…",1421015223163,554404145030238209,2443008641,OldsuperHro,[],": was invited to but instead of watching unemployed celebrities celebrate themselves, i will be actually workin"
911,RT @goldenglobes: The bleachers are ready for the #GoldenGlobes #RedCarpet! http://t.co/KamTiYgmWE,1421015223204,554404145201811458,104526378,Gotti213,"['GoldenGlobes', 'RedCarpet']",: the bleachers are ready for the !
912,"RT @ENews: Show us how you're watching the #GoldenGlobes -- tweet us a pic of your set up, we'll RT our faves! #ERedCarpet",1421015223344,554404145789407232,2563685654,FiftyShadesEcu,"['GoldenGlobes', 'ERedCarpet']",": show us how you're watching the -- tweet us a pic of your set up, we'll rt our faves!"
913,RT @camilasdaddy: Wow Ally SLAYED the People's Choice Awards red carpet. When will your favs? http://t.co/W5wX51JKZj,1421015223780,554404147617734656,1146734599,nayathough,[],: wow ally slayed the people's choice awards red carpet. when will your favs?
914,"RT @mikethemiz: Was invited to @GoldenGlodes but instead of watching unemployed celebrities celebrate themselves, I will be actually workin…",1421015224188,554404149329420288,1628635566,bishopgames,[],": was invited to but instead of watching unemployed celebrities celebrate themselves, i will be actually workin"
915,RT @BDCwire: We're getting ready for some serious red carpet #GoldenGlobes live-tweeting starting soon. Who's joining us? http://t.co/WQlev…,1421015224247,554404149576876032,21722109,michelledeidre,['GoldenGlobes'],: we're getting ready for some serious red carpet live-tweeting starting soon. who's joining us?
916,"Let's hope! @booth1 Who will wear Oscar de la Renta #GoldenGlobes? Gown by late, great designer will be nostalgic. http://t.co/sY3qVCD7wP",1421015224255,554404149610434560,1041254022,LyndaontheHud,['GoldenGlobes'],"let's hope! who will wear oscar de la renta ? gown by late, great designer will be nostalgic."
917,"RT @fcabrera1: I predict Bill Cosby jokes, North Korea jokes and maybe Celeb Nudes jokes tonight at the #GoldenGlobes",1421015224317,554404149870465024,48763597,carrow91,['GoldenGlobes'],": i predict bill cosby jokes, north korea jokes and maybe celeb nudes jokes tonight at the"
918,Amazing weekend teaching in Savannah! Now off to Golden Globe party with @JCindyHill!,1421015224600,554404151057457152,26920457,ChadDarnell,[],amazing weekend teaching in savannah! now off to golden globe party with !
919,"RT @usweekly: #PLL's Sasha Pieterse told Us her red carpet priority at the #SpiritAwards brunch: ""Being comfortable in what you’re wearing!…",1421015224702,554404151485296641,2176570898,_MahoneObsessed,"['PLL', 'SpiritAwards']",": 's sasha pieterse told us her red carpet priority at the brunch: ""being comfortable in what youre wearing!"
920,@wouldnotmind @goldenglobes *about* waiting patiently.have to check internet until then,1421015225287,554404153938968577,16002887,GiaSparky,[],*about* waiting patiently.have to check internet until then
921,RT @adamrubins: The #GoldenGlobes is the best awards show not to be broadcast on UK television,1421015225343,554404154173845504,2656146418,LolaSpooks,['GoldenGlobes'],: the is the best awards show not to be broadcast on uk television
922,Oh the golden globes are tonight,1421015225972,554404156812050432,2955137556,eclecticharry,[],oh the golden globes are tonight
923,RT @billybush: #Access #goldenglobes almost go time http://t.co/oN03wEdAum,1421015226006,554404156954644480,2230456986,50shadesgirlpdx,"['Access', 'goldenglobes']",: almost go time
924,RT @goldenglobes: The #GoldenGlobes #RedCarpet is open! Here they come...,1421015226320,554404158271651840,21748280,furaredes,"['GoldenGlobes', 'RedCarpet']",: the is open! here they come...
925,Getting ready to live tweet the #GoldenGlobes with @milque and @denisemartin. Good luck Team @Netflix!,1421015226482,554404158950735873,20013664,Wholellotta,['GoldenGlobes'],getting ready to live tweet the with and . good luck team !
926,"Sometimes I do dream of writing a screenplay that gets an award nomination, just to hear some red carpet... http://t.co/tEYtYvSeCl",1421015226510,554404159068590080,294106390,MsKathrynLively,[],"sometimes i do dream of writing a screenplay that gets an award nomination, just to hear some red carpet..."
927,@JessicaCapshaw are you at the golden globes?!💃,1421015226535,554404159173451777,1901445037,Rebekah_Doiron,[],are you at the golden globes?!
928,Nobody has mentioned Jennifer Lawrence so far. Keep up the good work! #GoldenGlobes,1421015226632,554404159580307456,235171189,deborahskerr,['GoldenGlobes'],nobody has mentioned jennifer lawrence so far. keep up the good work!
929,"RT @smrtgrls: The @goldenglobes are TONIGHT! Let's #AskHerMore on the red carpet! 
Image via @TheDailyShare http://t.co/kVWsn0GdYK",1421015226801,554404160289144833,334186756,SportMediaPsych,['AskHerMore'],: the are tonight! let's on the red carpet! image via
930,"RT @DuncanWhitehead: Not All Actor's Win Awards, Just The Lucky Ones-Good 'Luck' to all #GoldenGlobes &gt; http://t.co/ycDLGLJJqL #kindlebook …",1421015226839,554404160448110592,2940582674,leyo123z,"['GoldenGlobes', 'kindlebook']",": not all actor's win awards, just the lucky ones-good 'luck' to all &gt;"
931,RT @LauraPrepon: Little peek behind the scenes ;) #goldenglobes #glam #makeup by spencerbarnesla 😘😊 http://t.co/ILrF4qhRGO,1421015226878,554404160612106242,614197877,AlannaMilner1,"['goldenglobes', 'glam', 'makeup']",: little peek behind the scenes by spencerbarnesla
932,Dream: Fiennes wins over Keaton tonight at the #GoldenGlobes,1421015227077,554404161446756352,295381023,gambasUK,['GoldenGlobes'],dream: fiennes wins over keaton tonight at the
933,RT @thesawldiers: It's Golden Globes night! Here's a look at @MarkSalling's past outfits http://t.co/HkdpiMncsB,1421015227458,554404163044794368,417156687,DaytAgron,[],: it's golden globes night! here's a look at 's past outfits
934,@saskia1975 Let's the parade of superficiality that a red carpet is begin!,1421015227480,554404163137077249,42914707,MissColombine,[],let's the parade of superficiality that a red carpet is begin!
935,"RT @Jen_is_the_best: Joult last year at the golden globes. 
*me drowning in my tears* http://t.co/aDlU5g9ekY",1421015227537,554404163376144384,128393727,iBrittanyLong,[],: joult last year at the golden globes. *me drowning in my tears*
936,watching #GoldenGlobes #RedCarpet,1421015227788,554404164428890112,429467265,soldaly,"['GoldenGlobes', 'RedCarpet']",watching
937,I love the Golden Globes 😍💃,1421015227870,554404164772855808,333783681,tiNARWHAL_,[],i love the golden globes
938,RT @bobbydiehigh: omg the golden globes started already? and who is this chick slaying the red carpet right now? http://t.co/7kafU8EfoI,1421015227871,554404164777033728,326802846,HowardAna,[],: omg the golden globes started already? and who is this chick slaying the red carpet right now?
939,"Here we go! Got my wine, laptop opened to twitter, fireplace going, and the TV turned to @ENews ! #ERedCarpet #GoldenGlobes2015",1421015227906,554404164923842560,2386965186,betholivier95,"['ERedCarpet', 'GoldenGlobes2015']","here we go! got my wine, laptop opened to twitter, fireplace going, and the tv turned to !"
940,Greer Grammer - 5 Things to Know About Miss Golden Globe! http://t.co/Ee3P54nhGj,1421015228021,554404165405790208,2187141895,allthegossuk,[],greer grammer - things to know about miss golden globe!
941,RT @EOnlineUK: This green dress was one of our fave #GoldenGlobes #ERedCarpet looks ever!What do you think Ange will wear this year? http:/…,1421015228389,554404166949683201,2198373065,SMieran,"['GoldenGlobes', 'ERedCarpet']",: this green dress was one of our fave looks ever!what do you think ange will wear this year? http:/
942,RT @Cumberbuddy: Sending good luck vibes to Bender. #GoldenGlobes Eddie's cool and all that but that role's soo 10 years ago 💁👀,1421015228534,554404167557459970,34576270,daleygaga,['GoldenGlobes'],: sending good luck vibes to bender. eddie's cool and all that but that role's soo years ago
943,Wait. The Golden Globes are on tonight? *logs off Twitter* *Backs slowly away from the computer*,1421015228600,554404167834693632,111708715,mark_scudder,[],wait. the golden globes are on tonight? *logs off twitter* *backs slowly away from the computer*
944,RT @TheFashionLaw: To get extra drunk: Drink every time the Fashion Police say something stupid. #GoldenGlobes,1421015228668,554404168119488512,2463314359,leauxmichelle,['GoldenGlobes'],: to get extra drunk: drink every time the fashion police say something stupid.
945,@bluesinthxsky_ hopefully but i don't think we would see Pately on the red carpet,1421015228840,554404168841306112,2962483516,hemsworthXSCAPE,[],hopefully but i don't think we would see pately on the red carpet
946,Dream job: The person who does social media for @Barbie. Dressing up a doll and taking her to the golden globes. #VIP,1421015228877,554404168996507648,217486033,StephanieFBoyle,['VIP'],dream job: the person who does social media for . dressing up a doll and taking her to the golden globes.
947,Wanted to stay up and watch d golden globes but I v to work tomorrow..hmm...ward round tomorrow or golden globe..hmm,1421015229068,554404169797599232,166042374,deevalycious,[],wanted to stay up and watch d golden globes but i v to work tomorrow..hmm...ward round tomorrow or golden globe..hmm
948,"@xojahv It a gorgeous vehicle, and the sound of its powerful engine is legendary. What do you like most about it? ^GG",1421015229157,554404170170511360,227394404,ChevyCustCare,[],"it a gorgeous vehicle, and the sound of its powerful engine is legendary. what do you like most about it? ^gg"
949,RT @mrbradgoreski: Thank you @JVSkinCare for the last minute facial! My skin is red carpet ready! So happy you were in LA! #ERedCarpet http…,1421015229288,554404170719952896,80464126,hollywoodbe1,['ERedCarpet'],: thank you for the last minute facial! my skin is red carpet ready! so happy you were in la! http
950,RT @goldenglobes: The #GoldenGlobes #RedCarpet is open! Here they come...,1421015229353,554404170992996352,570516885,BenCumberChile,"['GoldenGlobes', 'RedCarpet']",: the is open! here they come...
951,First Golden Globes look of the night: the lovely Louise Roe wearing Jenny Packham 󾌧 http://t.co/wwYqCb8NzM,1421015229355,554404171001380866,22812900,colourandimage,[],first golden globes look of the night: the lovely louise roe wearing jenny packham
952,RT @goldenglobes: We spotted the guys from #Entourage on the #GoldenGlobes #redcarpet in a Hollywood #meta moment. http://t.co/ih6lqkVIuc,1421015229713,554404172502933505,2952371218,ShebbyDallas,"['Entourage', 'GoldenGlobes', 'redcarpet', 'meta']",: we spotted the guys from on the in a hollywood moment.
953,I'm going to enjoy the Golden Globes tonight and by that I mean I'm going to ignore them.,1421015229724,554404172549091328,192796057,nhartmanonline,[],i'm going to enjoy the golden globes tonight and by that i mean i'm going to ignore them.
954,"""Golden Globes: From the Red Carpet"" by Samantha Stark via NYT http://t.co/zu70vUoxoJ",1421015230041,554404173878657024,627503197,tvkoolturaldgoh,[],"""golden globes: from the red carpet"" by samantha stark via nyt"
955,RT @goldenglobes: We spotted the guys from #Entourage on the #GoldenGlobes #redcarpet in a Hollywood #meta moment. http://t.co/ih6lqkVIuc,1421015230296,554404174948216832,83707421,SanOliverosVarg,"['Entourage', 'GoldenGlobes', 'redcarpet', 'meta']",: we spotted the guys from on the in a hollywood moment.
956,RT @VVFriedman: There's a high chance Sunday's Golden Globes may actually be an interesting fashion moment. Here's why: http://t.co/BVrArAm…,1421015230335,554404175111798786,22173930,msjanicemorris,[],: there's a high chance sunday's golden globes may actually be an interesting fashion moment. here's why:
957,RT @MIZZOUtwirler: {Love} is trash-talking each other's teams even when you live 800 miles apart. @Hotkiss12 😉❤️ #GG,1421015230431,554404175514439680,474405292,Hotkiss12,['GG'],: {love} is trash-talking each other's teams even when you live miles apart.
958,RT @Scandalobsessi1: OMG! Kerry and Katie are defiantly going to take pictures together on the red carpet! 😩🙌😻😭,1421015230462,554404175644459009,2768007417,olitzshipper,[],: omg! kerry and katie are defiantly going to take pictures together on the red carpet!
959,"RT @mrbradgoreski: On the #goldenglobes red carpet wearing @louisvuitton navy blue velvet tux, @louboutinworld shoes and… http://t.co/OZAUG…",1421015230469,554404175673454592,80464126,hollywoodbe1,['goldenglobes'],": on the red carpet wearing navy blue velvet tux, shoes and"
960,RT @RWitherspoon: Today's the day! My super top secret AM beauty trick... #GoldenGlobes #GGPrep ☕️☕️☕️😮 http://t.co/3W6sswYIVJ,1421015230590,554404176181362689,623281314,AnthousaAbilas,"['GoldenGlobes', 'GGPrep']",: today's the day! my super top secret am beauty trick...
961,#Chillout Sunday. #PopcornTime #chill  #GoldenGlobes  #ZzZzzZz 😎😴🎥📺🛀📴🍨🍧🍩 https://t.co/f2mj4jafSu #hyhy,1421015230842,554404177237925888,366884546,jacquelinemar46,"['Chillout', 'PopcornTime', 'chill', 'GoldenGlobes', 'ZzZzzZz', 'hyhy']",sunday.
962,RT @Variety: George Clooney will receive the Cecil B. DeMille Award at tonight's #GoldenGlobes http://t.co/tlyNew3C4G http://t.co/bbKn1s4Oug,1421015231220,554404178823376896,146315597,majuzub,['GoldenGlobes'],: george clooney will receive the cecil b. demille award at tonight's
963,"RT @JDornanArmy: @delenaftgrey @jamieftdornan @2cuteaurora for the show here (hope at least one link will work, fingers crossed) http://t.c…",1421015231351,554404179372810240,875750431,delenaftgrey,[],": for the show here (hope at least one link will work, fingers crossed)"
964,British Stars Prepare For Glitzy Golden Globes http://t.co/cm5jQU8Gre,1421015231419,554404179658022913,604548289,TWEET_BaBaLaWo,[],british stars prepare for glitzy golden globes
965,@alaasays P.S.are you excited for the golden globes?,1421015231510,554404180040089601,2293486086,Katieroo_Katie,[],p.s.are you excited for the golden globes?
966,"#chines ""Like da hell..Yovanna isn't in movies or on the red carpet..she's an average young lady making her mo...  http://t.co/l2mZJi5MvC",1421015231517,554404180069060608,2507118486,mobilepers,['chines'],"""like da hell..yovanna isn't in movies or on the red carpet..she's an average young lady making her mo..."
967,Excited to watch the #GoldenGlobes from the #PlayboyMansion tonight. It's a tradition!,1421015231651,554404180631117825,29327970,mistyorman,"['GoldenGlobes', 'PlayboyMansion']",excited to watch the from the tonight. it's a tradition!
968,"RT @jamie_graham9: Find it very hard to believe that the Golden Globes aren't on UK telly tonight. It's like being back in the 1980, with t…",1421015231885,554404181612965890,19086955,MickyBell,[],": find it very hard to believe that the golden globes aren't on uk telly tonight. it's like being back in the , with t"
969,Definition of marriage = I'm split screening the NFL playoffs and Golden globes red carpet,1421015231925,554404181780348928,25957152,philipjunior,[],definition of marriage = i'm split screening the nfl playoffs and golden globes red carpet
970,"Who wanna be my date to the Golden Globes? I'm ready, just waiting for the limousine.",1421015232297,554404183341023233,159235005,shariisntcool,[],"who wanna be my date to the golden globes? i'm ready, just waiting for the limousine."
971,Watching #Redcarpetgoldenglobes #GoldenGlobes #style who will wear #Oscardelarenta 💃,1421015232318,554404183428706306,2340397954,danjfdan,"['Redcarpetgoldenglobes', 'GoldenGlobes', 'style', 'Oscardelarenta']",watching who will wear
972,RT @WCBD: News 2 starts at 5:30pm with @RebeccaWCBD &amp; @KyleDennisWx. #GoldenGlobes coverage starts at 6pm right here on @WCBD! #chsnews #ch…,1421015232372,554404183655202816,102481467,RebeccaWCBD,"['GoldenGlobes', 'chsnews', 'ch']",: news starts at :30pm with &amp; . coverage starts at pm right here on !
973,"RT @mikethemiz: Was invited to @GoldenGlodes but instead of watching unemployed celebrities celebrate themselves, I will be actually workin…",1421015232381,554404183693336576,34355608,konphuzed,[],": was invited to but instead of watching unemployed celebrities celebrate themselves, i will be actually workin"
974,Is my baby going to the golden globes tonight? I love you sweetie. 💝💋,1421015232532,554404184326684672,274794830,srlehman75,[],is my baby going to the golden globes tonight? i love you sweetie.
975,"RT @mikethemiz: Was invited to @GoldenGlodes but instead of watching unemployed celebrities celebrate themselves, I will be actually workin…",1421015232630,554404184737742848,996351786,justinrgrrb,[],": was invited to but instead of watching unemployed celebrities celebrate themselves, i will be actually workin"
976,RT @goldenglobes: The #GoldenGlobes #RedCarpet is open! Here they come...,1421015232738,554404185190707201,451517981,hugsy99,"['GoldenGlobes', 'RedCarpet']",: the is open! here they come...
977,Learn 10 fun facts about the @GoldenGlobes before you watch Hollywood’s most free-spirited awards show tonight. http://t.co/GTqma6OBJY,1421015232788,554404185400418305,9763482,NYDailyNews,[],learn fun facts about the before you watch hollywoods most free-spirited awards show tonight.
978,RT @msdreamer_: Remember when... #GoldenGlobes ❤ http://t.co/4xNi2BeMe3,1421015232825,554404185555623938,1016584357,Chrisgroncheles,['GoldenGlobes'],: remember when...
979,RT @ldreytumblr: Wishing this beauty the best of luck at the Golden Globes tonight! http://t.co/I6Pod7LKAi,1421015232858,554404185694040064,1216063466,skinnylove_5,[],: wishing this beauty the best of luck at the golden globes tonight!
980,RT @miIeyist: Miley may be attending golden globes awards tonight http://t.co/rD0NMTZOob,1421015233276,554404187447246849,742814851,BoneBreakerCZE,[],: miley may be attending golden globes awards tonight
981,RT @FiftyShadesEN: Golden Globes red carpet in 1 hour ! Ready ? #FiftyShades #GoldenGlobes http://t.co/wBnXPaqnA4,1421015233307,554404187577274368,399653500,_MyLuckyOne,"['FiftyShades', 'GoldenGlobes']",: golden globes red carpet in hour ! ready ?
982,SCENE members: join us at 8PM EST tonight to watch &amp; live tweet the #GoldenGlobes with us! Any predictions?! #movielovers,1421015233435,554404188114153474,20456251,SCENECard,"['GoldenGlobes', 'movielovers']",scene members: join us at pm est tonight to watch &amp; live tweet the with us! any predictions?!
983,RT @LanaDelCyrus: Lana hardly attends award shows so seeing her on the red carpet is like seeing Mirage Island in Pokemon,1421015233482,554404188311281664,401100219,onlinegaby,[],: lana hardly attends award shows so seeing her on the red carpet is like seeing mirage island in pokemon
984,I NEED TO SEE EMMA STONE ON THE GG,1421015233649,554404189011730432,2862546898,blakebellamys,[],i need to see emma stone on the gg
985,"The Golden Globes are tonight, but here are the sure-bet contenders for the Oscars: http://t.co/B8BeDxChG8",1421015233707,554404189254598656,14352556,seattletimes,[],"the golden globes are tonight, but here are the sure-bet contenders for the oscars:"
986,"RT @POPSUGAR: The madness is about to begin. We're on the @goldenglobes red carpet, so follow us for all the action! #GoldenGlobes http://t…",1421015233752,554404189443354624,2148729806,RealLeoBerto,['GoldenGlobes'],": the madness is about to begin. we're on the red carpet, so follow us for all the action!"
987,RT @Heyakarigne: Heya Golden Globe http://t.co/5Tx6QE9XIL,1421015234076,554404190802706432,2864903265,Dreasfangirl,[],: heya golden globe
988,"If you ever think you're annoying, just watch E! people on the red carpet and you'll feel loads better about yourself #GoldenGlobes",1421015234272,554404191624773632,43687410,jessiekaiser,['GoldenGlobes'],"if you ever think you're annoying, just watch e! people on the red carpet and you'll feel loads better about yourself"
989,British Stars Prepare For Glitzy Golden Globes http://t.co/nt7IfF44vy http://t.co/FLreqlggCW,1421015234495,554404192559693824,1329516842,WatchTVChannels,[],british stars prepare for glitzy golden globes
